term,Coef.,Std.Err.,z,P>|z|,[0.025,0.975]
Intercept,23.67864558010611,0.03927042858389415,602.9637677501017,0.0,23.601676954424224,23.755614205787996
ses_index,8.29581372497655,0.08612029086820487,96.32821303021538,0.0,8.127021056536755,8.464606393416346
